Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
5,0.05,0.9,"[0.13294812685680427, 0.21634275502795636, 0.2492511317612554]","[0.1346533045909239, 0.316664124195917, 0.6692997398557273]",22,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.13294812685680427, 0.21634275502795636, 0.2492511317612554]","[0.41936710783897063, 0.09283291991598223, 0.13901954395037214]",22,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7943116104900374, 0.8807749983886869, 0.7709594103795536]","[-0.6403930244489249, 0.3437585105085498, 0.7085829206749361]",10,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7943116104900374, 0.8807749983886869, 0.7709594103795536]","[-0.24130780856217718, 0.3172799671385875, 0.6106313067891058]",10,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7943116104900374, 0.8807749983886869, 0.7709594103795536]","[-0.06841524977419526, 0.29002476672264293, 0.6738142055215328]",18,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7943116104900374, 0.8807749983886869, 0.7709594103795536]","[0.8153539450523883, 0.3759520982898711, 0.7029201136161907]",18,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7943116104900374, 0.8807749983886869, 0.7709594103795536]","[0.8105968814987096, 0.3409266833652481, 0.5638507423526942]",18,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.22314901627698644, -0.7612425829817038, 0.2591641673416262, 0.9317829867254936, 0.00537229477705263, 0.6915936791314744]",8,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.06677097138220385, -0.8460550176412615, 0.2862511306138119, 0.9702638344680545, 0.04428128160794166, 0.6438551394764993]",8,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.10342050563217933, -0.1965985171379672, 0.33094976011847865, 0.9521982821172877, 0.03130118202799506, 0.20438024968398164]",8,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.29369240363334115, -0.8362919869376424, 0.25109868799094215, 0.9469574660720159, -0.09571925265332361, 0.8030051639530761]",9,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.20418664061750477, -0.872761895250768, 0.2785106044099467, 0.9425663915312109, 0.06866304721368854, 0.5862649725789447]",9,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.20725729566799148, 0.24319148943825636, 0.27289396637887725, 0.14884659831616134, 0.0888466956229483, 0.29341285304456133]","[-0.02892558438625022, 0.07917858298244056, 0.3165046736161312, 0.957229422576202, -0.1117324356767447, 0.18524172104813563]",9,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7305193960327377, 0.8152518555187236, 0.7292759626759614, 0.7313727397575539, 0.8337665741555087, 0.8360122505511194]","[-0.15421284651146944, 0.8955745969131507, 0.3654457671884025, 0.9584317921945067, -0.05968705103390835, 0.6898751539265476]",13,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7305193960327377, 0.8152518555187236, 0.7292759626759614, 0.7313727397575539, 0.8337665741555087, 0.8360122505511194]","[-0.11404063170100932, 0.5621300949417214, 0.28347522760499405, 0.9457458982514624, -0.06322735892366654, 0.8181290514115507]",19,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7305193960327377, 0.8152518555187236, 0.7292759626759614, 0.7313727397575539, 0.8337665741555087, 0.8360122505511194]","[-0.2432799661048183, 0.5520743730392014, 0.6091076719109793, 0.9875935744392155, 0.027798881861670694, 0.8156723559303178]",19,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7305193960327377, 0.8152518555187236, 0.7292759626759614, 0.7313727397575539, 0.8337665741555087, 0.8360122505511194]","[0.19615684245403958, 0.2410125298693909, 0.2592209478210604, 0.9557690100133954, -0.0688446519680261, 0.6576331022049957]",19,0.20000000000000007,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.2146865170129508, 0.25305539033026775, 0.13740304975825704, 0.25961749518248545, 0.17678917585480491, 0.2589803020901803, 0.18098031144514556, 0.09637011077196238]","[0.04232924622176228, -0.44793551706790175, 0.049899593250529534, 0.03164153689127438, 0.9872706664569084, -0.5550644229936815, -0.20032676544534908, 0.3480835550842913]",12,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.2146865170129508, 0.25305539033026775, 0.13740304975825704, 0.25961749518248545, 0.17678917585480491, 0.2589803020901803, 0.18098031144514556, 0.09637011077196238]","[-0.263979191426485, 0.013169416924682945, -0.04035542342574558, 0.23559794571344725, 0.9878268765990252, 0.09063671559949575, -0.6710804236448517, 0.5739621852388801]",12,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.2146865170129508, 0.25305539033026775, 0.13740304975825704, 0.25961749518248545, 0.17678917585480491, 0.2589803020901803, 0.18098031144514556, 0.09637011077196238]","[-0.13356859169533863, -0.47181079624962, -0.011455663727324539, 0.037746887463894145, 0.7985958923002421, -0.5376582412755879, 0.1775760555934039, 0.1515848811667838]",12,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.2146865170129508, 0.25305539033026775, 0.13740304975825704, 0.25961749518248545, 0.17678917585480491, 0.2589803020901803, 0.18098031144514556, 0.09637011077196238]","[-0.04222969347058074, -0.46059376776199307, -0.11170807495535541, -0.03408499291003436, 0.7947681773863088, -0.6186527230717779, -0.36255143370776094, 0.24221844207720067]",17,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.2146865170129508, 0.25305539033026775, 0.13740304975825704, 0.25961749518248545, 0.17678917585480491, 0.2589803020901803, 0.18098031144514556, 0.09637011077196238]","[0.018246077827910438, -0.34542264265264966, 0.03608740479532625, 0.2811188176918872, 0.9903775782300566, -0.5069177688762783, 0.0932811177154952, 0.09632833765080057]",17,0.6000000000000001,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8327516274741871, 0.8787735670031793, 0.7219622003349954, 0.7210087334578711, 0.8435855239808034, 0.8367210696517036, 0.7650589280141821, 0.7696227920314536]","[-0.18136939968403254, -0.15569399952938004, -0.02602920637063167, -0.16309110290191964, 0.9897454705793122, -0.5328428830825904, -0.9135746383958943, 0.8485927252129803]",16,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8327516274741871, 0.8787735670031793, 0.7219622003349954, 0.7210087334578711, 0.8435855239808034, 0.8367210696517036, 0.7650589280141821, 0.7696227920314536]","[-0.0716659788358687, -0.08602690943584233, 0.047000725375607864, 0.09684486168927285, 0.9988445665951143, 0.14287766318361225, 0.22920906869876792, -0.05174558140466924]",16,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8327516274741871, 0.8787735670031793, 0.7219622003349954, 0.7210087334578711, 0.8435855239808034, 0.8367210696517036, 0.7650589280141821, 0.7696227920314536]","[-0.048516604570200086, -0.3607183954838944, -0.2753480724445789, 0.03372793453891981, 0.9825060787034391, -0.5334117400904875, -0.7157199767350174, 0.6148265745245961]",7,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8327516274741871, 0.8787735670031793, 0.7219622003349954, 0.7210087334578711, 0.8435855239808034, 0.8367210696517036, 0.7650589280141821, 0.7696227920314536]","[-0.08727647680084025, -0.33628861874973653, -0.15190695202492985, 0.044137049465530834, 0.9823594559562996, -0.4129883344878564, -0.7150255110099669, 0.5544973197904413]",7,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8327516274741871, 0.8787735670031793, 0.7219622003349954, 0.7210087334578711, 0.8435855239808034, 0.8367210696517036, 0.7650589280141821, 0.7696227920314536]","[0.1079226321865338, -0.5165562394048054, -0.043892547644750285, 0.08412999258940479, 0.9821833198998805, -0.5978330645628668, 0.7204718248788662, 0.49218527457828076]",7,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.13819961343022039, 0.2750815354801865, 0.010432675336494423, 0.061561291692108853, 0.27797141264069375, 0.030499039568189456, 0.2095661217300218, 0.09021734709805583, 0.026939083217904992, 0.018615256900620457, 0.13413494008168222, 0.015882008478325937, 0.25129905795827645, 0.09560496842891228, 0.14888310304279384, 0.18684986326446126, 0.2125040888357001]","[-0.7161012932236324, 0.10007551371081401, 0.5164512764002432, -0.7747499084727507, 0.5084642934097906, 0.44795273009004627, -0.07123604845702229, 0.6977896969328301, 0.18343546959584875, -0.44077726854769966, -0.44928193821063717, -0.02938532428292003, -0.7098667570949077, 0.010661749566817346, -0.036217267344992615, 0.7486735411822094, -0.9735450742833539]",11,0.1,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.13819961343022039, 0.2750815354801865, 0.010432675336494423, 0.061561291692108853, 0.27797141264069375, 0.030499039568189456, 0.2095661217300218, 0.09021734709805583, 0.026939083217904992, 0.018615256900620457, 0.13413494008168222, 0.015882008478325937, 0.25129905795827645, 0.09560496842891228, 0.14888310304279384, 0.18684986326446126, 0.2125040888357001]","[-0.7146258207536579, 0.03274227572830086, 0.6606754865572947, -0.7282546947534412, 0.4675464298391502, 0.012979837036546104, -0.2699525374517329, 0.7156589134824909, 0.3181356156726456, -0.5251403669287069, -0.11110032697292642, -0.05560218653273718, -0.6985357346558898, 0.1087811314088025, -0.007871905563814804, 0.718269538858365, -0.9659162530225706]",11,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.13819961343022039, 0.2750815354801865, 0.010432675336494423, 0.061561291692108853, 0.27797141264069375, 0.030499039568189456, 0.2095661217300218, 0.09021734709805583, 0.026939083217904992, 0.018615256900620457, 0.13413494008168222, 0.015882008478325937, 0.25129905795827645, 0.09560496842891228, 0.14888310304279384, 0.18684986326446126, 0.2125040888357001]","[-0.7036355756800542, 0.11127123045701029, 0.6400324764951484, -0.6853587538269312, 0.5161546092839784, 0.26474184679816426, -0.30495125602796647, 0.7455927560874309, 0.024749534064572518, -0.5458079821790964, -0.5142311839832037, 0.08294540695859112, -0.7784251316819634, -0.038747524632773346, -0.06701643243697282, 0.7237939833727595, 0.2779724307302811]",22,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.13819961343022039, 0.2750815354801865, 0.010432675336494423, 0.061561291692108853, 0.27797141264069375, 0.030499039568189456, 0.2095661217300218, 0.09021734709805583, 0.026939083217904992, 0.018615256900620457, 0.13413494008168222, 0.015882008478325937, 0.25129905795827645, 0.09560496842891228, 0.14888310304279384, 0.18684986326446126, 0.2125040888357001]","[-0.7339415720493366, -0.16990481173830688, 0.6216037960779411, -0.7557424797744459, 0.36045219824427177, 0.16237970522149048, -0.2374112847742394, 0.6729982152431285, -0.12645902605257117, -0.41564518718402, -0.4519921782459837, 0.10985481084108283, -0.756403170075112, 0.09995418866877888, 0.09044203677081593, 0.6621246691284797, 0.4135227726454495]",22,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.13819961343022039, 0.2750815354801865, 0.010432675336494423, 0.061561291692108853, 0.27797141264069375, 0.030499039568189456, 0.2095661217300218, 0.09021734709805583, 0.026939083217904992, 0.018615256900620457, 0.13413494008168222, 0.015882008478325937, 0.25129905795827645, 0.09560496842891228, 0.14888310304279384, 0.18684986326446126, 0.2125040888357001]","[-0.5924632409433139, -0.03705465027505337, 0.582621217710265, -0.6394304431049349, 0.08863915557422196, 0.3705712698156603, 0.24165593159774518, -0.06484014558336965, 0.08417794478627709, 0.061562060058860404, -0.579206271098334, 0.1914631247433175, -0.11848574959398063, 0.04500616341016137, -0.08256488481898397, 0.6808037715218227, -0.9612117755046267]",22,0.30000000000000004,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.8524691627704841, 0.8335720523365792, 0.8341048391174962, 0.8331792918633756, 0.8754302572123124, 0.8921029341090588, 0.7961418372710242, 0.797664061059521, 0.7200965506895338, 0.7877148968689475, 0.8407193286028793, 0.7782988194507191, 0.8467406056563243, 0.7352290847863023, 0.7087786813484176, 0.8305841822666848, 0.8815178343012467]","[-0.6857118050475868, -0.16654556867424727, 0.5317096897370901, -0.6870672208934744, 0.37839100172770324, 0.14286463282081063, -0.24056646494056536, 0.6886099793172729, 0.24170683519353656, -0.5193510851064796, -0.22665850832072898, 0.23657243721864502, -0.6768927545646778, -0.0347889961693862, 0.12283882199573944, 0.7708036153054553, -0.9531181654516858]",19,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.8524691627704841, 0.8335720523365792, 0.8341048391174962, 0.8331792918633756, 0.8754302572123124, 0.8921029341090588, 0.7961418372710242, 0.797664061059521, 0.7200965506895338, 0.7877148968689475, 0.8407193286028793, 0.7782988194507191, 0.8467406056563243, 0.7352290847863023, 0.7087786813484176, 0.8305841822666848, 0.8815178343012467]","[-0.6704513984279316, 0.030197731859211287, -0.7186820943596856, 0.6030241965685049, 0.07343900720389548, 0.2316808982420423, -0.2595089743559999, 0.7604358801842842, -0.17305151132161242, 0.07358298531290369, -0.5544845155390348, -0.02310894587628714, -0.04972485813135133, -0.1821502587946444, -0.18511253888334175, 0.7895479120169303, -0.9692798417043434]",19,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8524691627704841, 0.8335720523365792, 0.8341048391174962, 0.8331792918633756, 0.8754302572123124, 0.8921029341090588, 0.7961418372710242, 0.797664061059521, 0.7200965506895338, 0.7877148968689475, 0.8407193286028793, 0.7782988194507191, 0.8467406056563243, 0.7352290847863023, 0.7087786813484176, 0.8305841822666848, 0.8815178343012467]","[-0.6652166669927483, -0.08925017411823684, 0.5875493194041633, -0.5685539970468633, 0.4311805872351186, 0.4620074953883787, -0.21792030998709072, 0.6765419323193083, 0.09836105834505937, -0.5824688868945819, -0.4053265778658197, -0.0621455978558844, -0.6558820474801582, 0.14090290029707578, 0.0907236656376176, 0.7468533884895276, -0.9649529174162919]",10,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8524691627704841, 0.8335720523365792, 0.8341048391174962, 0.8331792918633756, 0.8754302572123124, 0.8921029341090588, 0.7961418372710242, 0.797664061059521, 0.7200965506895338, 0.7877148968689475, 0.8407193286028793, 0.7782988194507191, 0.8467406056563243, 0.7352290847863023, 0.7087786813484176, 0.8305841822666848, 0.8815178343012467]","[-0.6561871869866146, 0.09356747938446633, 0.6732877822899496, -0.6597950239560642, 0.4619415427372464, 0.4318642764527886, -0.22591633471441605, 0.6054286334602026, -0.13275111523343808, -0.4194831777807681, -0.3794200812597307, -0.09189831269227196, -0.7917248026007228, 0.05941686240184912, -0.015153077391743312, 0.7269058641064893, -0.9643162570280661]",10,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8524691627704841, 0.8335720523365792, 0.8341048391174962, 0.8331792918633756, 0.8754302572123124, 0.8921029341090588, 0.7961418372710242, 0.797664061059521, 0.7200965506895338, 0.7877148968689475, 0.8407193286028793, 0.7782988194507191, 0.8467406056563243, 0.7352290847863023, 0.7087786813484176, 0.8305841822666848, 0.8815178343012467]","[-0.6671357945124796, -0.0629072507035786, 0.6121379394672302, -0.7409297084349965, 0.3241728171561147, 0.4032102638202485, -0.20911500335387634, 0.7065905643415474, 0.015219998873866792, -0.7050232256814024, -0.5119430867179723, -0.07521808667584302, -0.7493697517292505, 0.18236314844560228, 0.16904152196692795, 0.6743499997697198, -0.9634871138730241]",10,0.5,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
